,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,gender,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
920,Unknown,18.0,,furniture/equipment,1817.0,Very Low,Medium,4.0,Female,none,2.0,no known property,28.0,none,own,2.0,Qualified,1.0,none,yes,good
921,Unknown,48.0,,radio/tv,12749.0,Medium,Long,4.0,Male,none,1.0,car,37.0,none,own,1.0,High Qualified,1.0,yes,yes,good
922,Low,9.0,,radio/tv,1366.0,Very Low,Short,3.0,Female,none,4.0,life insurance,22.0,none,rent,1.0,Qualified,1.0,none,yes,bad
923,Medium,12.0,,new car,2002.0,Very Low,Long,3.0,Male,none,4.0,life insurance,30.0,none,rent,1.0,Qualified,2.0,yes,yes,good
924,Low,24.0,,furniture/equipment,6872.0,Very Low,Short,2.0,Male,none,1.0,life insurance,55.0,bank,own,1.0,Qualified,1.0,yes,yes,bad
925,Low,12.0,,new car,697.0,Very Low,Short,4.0,Male,none,2.0,car,46.0,bank,own,2.0,Qualified,1.0,yes,yes,bad
926,Low,18.0,,furniture/equipment,1049.0,Very Low,Short,4.0,Female,none,4.0,life insurance,21.0,none,rent,1.0,Qualified,1.0,none,yes,good
927,Low,48.0,,used car,10297.0,Very Low,Long,4.0,Male,none,4.0,no known property,39.0,stores,for free,3.0,Qualified,2.0,yes,yes,bad
928,Unknown,30.0,,radio/tv,1867.0,Unknown,Very Long,4.0,Male,none,4.0,car,58.0,none,own,1.0,Qualified,1.0,yes,yes,good
929,Low,12.0,,new car,1344.0,Very Low,Medium,4.0,Male,none,2.0,real estate,43.0,none,own,2.0,Unqualified,2.0,none,yes,good
930,Low,24.0,,furniture/equipment,1747.0,Very Low,Short,4.0,Male,co applicant,1.0,life insurance,24.0,none,own,1.0,Unqualified,1.0,none,no,good
931,Medium,9.0,,radio/tv,1670.0,Very Low,Short,4.0,Female,none,2.0,car,22.0,none,own,1.0,Qualified,1.0,yes,yes,bad
932,Unknown,9.0,,new car,1224.0,Very Low,Medium,3.0,Male,none,1.0,real estate,30.0,none,own,2.0,Qualified,1.0,none,yes,good
933,Unknown,12.0,,radio/tv,522.0,Medium,Very Long,4.0,Male,none,4.0,life insurance,42.0,none,own,2.0,Qualified,2.0,yes,yes,good
934,Low,12.0,,radio/tv,1498.0,Very Low,Medium,4.0,Female,none,1.0,car,23.0,bank,own,1.0,Qualified,1.0,none,yes,good
935,Medium,30.0,,radio/tv,1919.0,Low,Short,4.0,Male,none,3.0,no known property,30.0,stores,own,2.0,High Qualified,1.0,none,yes,bad
936,High,9.0,,radio/tv,745.0,Very Low,Medium,3.0,Female,none,2.0,real estate,28.0,none,own,1.0,Unqualified,1.0,none,yes,bad
937,Medium,6.0,,radio/tv,2063.0,Very Low,Short,4.0,Male,none,3.0,car,30.0,none,rent,1.0,High Qualified,1.0,yes,yes,good
938,Medium,60.0,,education,6288.0,Very Low,Medium,4.0,Male,none,4.0,no known property,42.0,none,for free,1.0,Qualified,1.0,none,yes,bad
939,Unknown,24.0,,used car,6842.0,Unknown,Medium,2.0,Male,none,4.0,life insurance,46.0,none,own,2.0,High Qualified,2.0,yes,yes,good
940,Unknown,12.0,,new car,3527.0,Unknown,Short,2.0,Male,none,3.0,life insurance,45.0,none,own,1.0,High Qualified,2.0,yes,yes,good
941,Unknown,10.0,,new car,1546.0,Very Low,Medium,3.0,Male,none,2.0,real estate,31.0,none,own,1.0,Unqualified,2.0,none,no,good
942,Unknown,24.0,,furniture/equipment,929.0,Unknown,Long,4.0,Male,none,2.0,car,31.0,stores,own,1.0,Qualified,1.0,yes,yes,good
943,Unknown,4.0,,new car,1455.0,Very Low,Long,2.0,Male,none,1.0,real estate,42.0,none,own,3.0,Unqualified,2.0,none,yes,good
944,Low,15.0,,furniture/equipment,1845.0,Very Low,Short,4.0,Female,guarantor,1.0,life insurance,46.0,none,rent,1.0,Qualified,1.0,none,yes,good
945,Medium,48.0,no credits,new car,8358.0,Medium,Short,1.0,Female,none,1.0,car,30.0,none,own,2.0,Qualified,1.0,none,yes,good
946,Low,24.0,,furniture/equipment,3349.0,Medium,Short,4.0,Male,none,4.0,no known property,30.0,none,for free,1.0,Qualified,2.0,yes,yes,bad
947,Unknown,12.0,,new car,2859.0,Unknown,,4.0,Male,none,4.0,no known property,38.0,none,own,1.0,High Qualified,1.0,yes,yes,good
948,Unknown,18.0,,furniture/equipment,1533.0,Very Low,Short,4.0,Male,co applicant,1.0,life insurance,43.0,none,own,1.0,Unqualified,2.0,none,yes,bad
949,Unknown,24.0,,radio/tv,3621.0,Low,Very Long,2.0,Male,none,4.0,car,31.0,none,own,2.0,Qualified,1.0,none,yes,bad
950,Medium,18.0,,business,3590.0,Very Low,,3.0,Male,none,3.0,car,40.0,none,own,3.0,Unemployed,2.0,yes,yes,good
951,Low,36.0,,business,2145.0,Very Low,Long,2.0,Male,none,1.0,car,24.0,none,own,2.0,Qualified,1.0,yes,yes,bad
952,Medium,24.0,,used car,4113.0,Medium,Short,3.0,Female,none,4.0,car,28.0,none,rent,1.0,Qualified,1.0,none,yes,bad
953,Unknown,36.0,,furniture/equipment,10974.0,Very Low,,4.0,Female,none,2.0,car,26.0,none,own,2.0,High Qualified,1.0,yes,yes,bad
954,Low,12.0,,new car,1893.0,Very Low,Medium,4.0,Female,guarantor,4.0,life insurance,29.0,none,own,1.0,Qualified,1.0,yes,yes,good
955,Low,24.0,,radio/tv,1231.0,High,Very Long,4.0,Female,none,4.0,life insurance,57.0,none,rent,2.0,High Qualified,1.0,yes,yes,good
956,High,30.0,,radio/tv,3656.0,Unknown,Very Long,4.0,Male,none,4.0,life insurance,49.0,stores,own,2.0,Unqualified,1.0,none,yes,good
957,Medium,9.0,,radio/tv,1154.0,Very Low,Very Long,2.0,Male,none,4.0,real estate,37.0,none,own,3.0,Unqualified,1.0,none,yes,good
958,Low,28.0,,new car,4006.0,Very Low,Medium,3.0,Male,none,2.0,car,45.0,none,own,1.0,Unqualified,1.0,none,yes,bad
959,Medium,24.0,,furniture/equipment,3069.0,Low,Very Long,4.0,Male,none,4.0,no known property,30.0,none,for free,1.0,Qualified,1.0,none,yes,good
960,Unknown,6.0,,radio/tv,1740.0,Very Low,Very Long,2.0,Male,none,2.0,real estate,30.0,none,rent,2.0,Qualified,1.0,none,yes,good
961,Medium,21.0,,new car,2353.0,Very Low,Medium,1.0,Male,none,4.0,life insurance,47.0,none,own,2.0,Qualified,1.0,none,yes,good
962,Unknown,15.0,,new car,3556.0,Unknown,Medium,3.0,Male,none,2.0,no known property,29.0,none,own,1.0,Qualified,1.0,none,yes,good
963,Unknown,24.0,,radio/tv,2397.0,Medium,Very Long,3.0,Male,none,2.0,car,35.0,bank,own,2.0,Qualified,1.0,yes,yes,bad
964,Medium,6.0,,repairs,454.0,Very Low,Short,3.0,Male,none,1.0,life insurance,22.0,none,own,1.0,Unqualified,1.0,none,yes,good
965,Medium,30.0,,radio/tv,1715.0,Unknown,Medium,4.0,Female,none,1.0,car,26.0,none,own,1.0,Qualified,1.0,none,yes,good
966,Medium,27.0,,radio/tv,2520.0,Medium,Medium,4.0,Male,none,2.0,life insurance,23.0,none,own,2.0,Unqualified,1.0,none,yes,bad
967,Unknown,15.0,,radio/tv,3568.0,Very Low,Very Long,4.0,Female,none,2.0,car,54.0,bank,rent,1.0,High Qualified,1.0,yes,yes,good
968,Unknown,42.0,,radio/tv,7166.0,Unknown,Long,2.0,Male,none,4.0,life insurance,29.0,none,rent,1.0,Qualified,1.0,yes,yes,good
969,Low,11.0,,new car,3939.0,Very Low,Medium,1.0,Male,none,2.0,real estate,40.0,none,own,2.0,Unqualified,2.0,none,yes,good
970,Medium,15.0,,repairs,1514.0,Low,Medium,4.0,Male,guarantor,2.0,real estate,22.0,none,own,1.0,Qualified,1.0,none,yes,good
971,Unknown,24.0,,new car,7393.0,Very Low,Medium,1.0,Male,none,4.0,life insurance,43.0,none,own,1.0,Unqualified,2.0,none,yes,good
972,Low,24.0,,new car,1193.0,Very Low,,1.0,Female,co applicant,4.0,no known property,29.0,none,rent,2.0,Unemployed,1.0,none,yes,bad
973,Low,60.0,,business,7297.0,Very Low,Very Long,4.0,Male,co applicant,4.0,no known property,36.0,none,rent,1.0,Qualified,1.0,none,yes,bad
974,Unknown,30.0,,radio/tv,2831.0,Very Low,Medium,4.0,Female,none,2.0,car,33.0,none,own,1.0,Qualified,1.0,yes,yes,good
975,High,24.0,,radio/tv,1258.0,Medium,Medium,3.0,Female,none,3.0,car,57.0,none,own,1.0,Unqualified,1.0,none,yes,good
976,Medium,6.0,,radio/tv,753.0,Very Low,Medium,2.0,Female,guarantor,3.0,real estate,64.0,none,own,1.0,Qualified,1.0,none,yes,good
977,Medium,18.0,,business,2427.0,Unknown,Very Long,4.0,Male,none,2.0,life insurance,42.0,none,own,2.0,Qualified,1.0,none,yes,good
978,Unknown,24.0,,new car,2538.0,Very Low,Very Long,4.0,Male,none,4.0,car,47.0,none,own,2.0,Unqualified,2.0,none,yes,bad
979,Medium,15.0,,new car,1264.0,Low,Medium,2.0,Male,none,2.0,life insurance,25.0,none,rent,1.0,Qualified,1.0,none,yes,bad
980,Medium,30.0,,furniture/equipment,8386.0,Very Low,Long,2.0,Male,none,2.0,life insurance,49.0,none,own,1.0,Qualified,1.0,none,yes,bad
981,Unknown,48.0,,business,4844.0,Very Low,,3.0,Male,none,2.0,car,33.0,bank,rent,1.0,High Qualified,1.0,yes,yes,bad
982,High,21.0,,new car,2923.0,Low,Medium,1.0,Female,none,1.0,car,28.0,bank,own,1.0,High Qualified,1.0,yes,yes,good
983,Low,36.0,,used car,8229.0,Very Low,Medium,2.0,Male,none,2.0,life insurance,26.0,none,own,1.0,Qualified,2.0,none,yes,bad
984,Unknown,24.0,,furniture/equipment,2028.0,Very Low,Long,2.0,Male,none,2.0,life insurance,30.0,none,own,2.0,Unqualified,1.0,none,yes,good
985,Low,15.0,,furniture/equipment,1433.0,Very Low,Medium,4.0,Female,none,3.0,life insurance,25.0,none,rent,2.0,Qualified,1.0,none,yes,good
986,High,42.0,no credits,business,6289.0,Very Low,Short,2.0,Male,none,1.0,life insurance,33.0,none,own,2.0,Qualified,1.0,none,yes,good
987,Unknown,13.0,,radio/tv,1409.0,Low,,2.0,Female,none,4.0,real estate,64.0,none,own,1.0,Qualified,1.0,none,yes,good
988,Low,24.0,,used car,6579.0,Very Low,,4.0,Male,none,2.0,no known property,29.0,none,for free,1.0,High Qualified,1.0,yes,yes,good
989,Medium,24.0,,radio/tv,1743.0,Very Low,Very Long,4.0,Male,none,2.0,life insurance,48.0,none,own,2.0,Unqualified,1.0,none,yes,good
990,Unknown,12.0,,education,3565.0,Unknown,Short,2.0,Male,none,1.0,life insurance,37.0,none,own,2.0,Unqualified,2.0,none,yes,good
991,Unknown,15.0,,radio/tv,1569.0,Low,Very Long,4.0,Male,none,4.0,car,34.0,bank,own,1.0,Unqualified,2.0,none,yes,good
992,Low,18.0,,radio/tv,1936.0,Unknown,Long,2.0,Male,none,4.0,car,23.0,none,rent,2.0,Unqualified,1.0,none,yes,good
993,Low,36.0,,furniture/equipment,3959.0,Very Low,,4.0,Male,none,3.0,life insurance,30.0,none,own,1.0,High Qualified,1.0,yes,yes,good
994,Unknown,12.0,,new car,2390.0,Unknown,Very Long,4.0,Male,none,3.0,car,50.0,none,own,1.0,Qualified,1.0,yes,yes,good
995,Unknown,12.0,,furniture/equipment,1736.0,Very Low,Long,3.0,Female,none,4.0,real estate,31.0,none,own,1.0,Unqualified,1.0,none,yes,good
996,Low,30.0,,used car,3857.0,Very Low,Medium,4.0,Male,none,4.0,life insurance,40.0,none,own,1.0,High Qualified,1.0,yes,yes,good
997,Unknown,12.0,,radio/tv,804.0,Very Low,Very Long,4.0,Male,none,4.0,car,38.0,none,own,1.0,Qualified,1.0,none,yes,good
998,Low,45.0,,radio/tv,1845.0,Very Low,Medium,4.0,Male,none,4.0,no known property,23.0,none,for free,1.0,Qualified,1.0,yes,yes,bad
999,Medium,45.0,,used car,4576.0,Low,,3.0,Male,none,4.0,car,27.0,none,own,1.0,Qualified,1.0,none,yes,good
